keyword,title,link,image,lprice,hprice,brand,maker,productId,category1,category2,category3,category4,mallName
노트북,"Apple 맥북 에어 15 2025년 M4 10코어 GPU 16GB, 512GB",https://search.shopping.naver.com/catalog/53390619581,https://shopping-phinf.pstatic.net/main_5339061/53390619581.20250328095729.jpg,2190000,,Apple,Apple,53390619581,디지털/가전,노트북,,,네이버
노트북,"LG전자 그램 프로360 16TD90TP-GX56K 16GB, 256GB",https://search.shopping.naver.com/catalog/54279315527,https://shopping-phinf.pstatic.net/main_5427931/54279315527.20250418175448.jpg,1894000,,그램 프로360,LG전자,54279315527,디지털/가전,노트북,,,네이버
노트북,"삼성전자 갤럭시북4 NT750XGR-A71A 16GB, 512GB",https://search.shopping.naver.com/catalog/52646775138,https://shopping-phinf.pstatic.net/main_5264677/52646775138.20250124102233.jpg,998000,,갤럭시북4,삼성전자,52646775138,디지털/가전,노트북,,,네이버
노트북,"삼성전자 갤럭시북4 NT750XGR-A31A 16GB, 256GB",https://search.shopping.naver.com/catalog/52647794278,https://shopping-phinf.pstatic.net/main_5264779/52647794278.20250124123423.jpg,585990,,갤럭시북4,삼성전자,52647794278,디지털/가전,노트북,,,네이버
노트북,"LG전자 LG그램 15ZD90RU-GX54K 16GB, 256GB",https://search.shopping.naver.com/catalog/54277872528,https://shopping-phinf.pstatic.net/main_5427787/54277872528.20250418170139.jpg,1246000,,LG그램,LG전자,54277872528,디지털/가전,노트북,,,네이버
노트북,MSI 게이밍노트북 17형 영상편집 캐드 i7 13620H RTX 4060 노트북,https://smartstore.naver.com/main/products/9182025922,https://shopping-phinf.pstatic.net/main_8672652/86726526245.2.jpg,1299000,,MSI,MSI,86726526245,디지털/가전,노트북,,,에이치텍 스토어
노트북,ASUS 터프 A15 게이밍 노트북 RTX3050 포토샵 대학생 FC온라인 발로란트 배그,https://smartstore.naver.com/main/products/11130085457,https://shopping-phinf.pstatic.net/main_8867459/88674595779.1.jpg,899000,,ASUS,ASUS,88674595779,디지털/가전,노트북,,,ASUS공식총판 에스라이즈
노트북,LG그램 39.6cm 15ZB995 10세대 i5-10210U 윈11프로 8g 256g,https://smartstore.naver.com/main/products/11264234778,https://shopping-phinf.pstatic.net/main_8880874/88808745109.jpg,669000,,LG전자,LG전자,88808745109,디지털/가전,노트북,,,재원티엔알
노트북,삼성 갤럭시북4 인텔5 고사양 태블릿PC 영상편집 대학생 사무용 가벼운 터치 노트북,https://smartstore.naver.com/main/products/4751758268,https://shopping-phinf.pstatic.net/main_8229627/82296279981.37.jpg,1329000,,삼성,삼성전자,82296279981,디지털/가전,노트북,,,삼성공식파트너 엔씨디지텍
아이패드,"Apple 아이패드 11세대 실버, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53370909201,https://shopping-phinf.pstatic.net/main_5337090/53370909201.20250403155536.jpg,528000,,Apple,Apple,53370909201,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 11세대 블루, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53370758552,https://shopping-phinf.pstatic.net/main_5337075/53370758552.20250403155332.jpg,527900,,Apple,Apple,53370758552,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 11세대 핑크, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53370808130,https://shopping-phinf.pstatic.net/main_5337080/53370808130.20250403155104.jpg,529000,,Apple,Apple,53370808130,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 11세대 옐로, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53370875209,https://shopping-phinf.pstatic.net/main_5337087/53370875209.20250403155436.jpg,529000,,Apple,Apple,53370875209,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 에어 11 7세대 M3 스페이스그레이, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53371237199,https://shopping-phinf.pstatic.net/main_5337123/53371237199.20250403153417.jpg,926900,,Apple,Apple,53371237199,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 11세대 실버, 256GB, WiFi전용",https://search.shopping.naver.com/catalog/53370909202,https://shopping-phinf.pstatic.net/main_5337090/53370909202.20250403155553.jpg,679000,,Apple,Apple,53370909202,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 에어 13 7세대 M3 스페이스그레이, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53371410788,https://shopping-phinf.pstatic.net/main_5337141/53371410788.20250403154146.jpg,1225000,,Apple,Apple,53371410788,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 프로 13 7세대 M4 스탠다드 글래스 스페이스 블랙, 256GB, WiFi전용",https://search.shopping.naver.com/catalog/53491820442,https://shopping-phinf.pstatic.net/main_5349182/53491820442.20250311162829.jpg,1899050,,Apple,Apple,53491820442,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 에어 11 7세대 M3 스타라이트, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53371237415,https://shopping-phinf.pstatic.net/main_5337123/53371237415.20250403153921.jpg,944980,,Apple,Apple,53371237415,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 미니 7세대 스페이스그레이, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53351852199,https://shopping-phinf.pstatic.net/main_5335185/53351852199.20250304153610.jpg,681590,,Apple,Apple,53351852199,디지털/가전,태블릿PC,,,네이버
아이패드,애플 아이패드 에어 6세대 2024년형 11인치 WiFi 128GB,https://smartstore.naver.com/main/products/10317621722,https://shopping-phinf.pstatic.net/main_8786212/87862125848.jpg,765000,,아이패드,Apple,87862125848,디지털/가전,태블릿PC,,,팔리조마켓
아이패드,"Apple 아이패드 10세대 실버, 64GB, WiFi전용",https://search.shopping.naver.com/catalog/53212173186,https://shopping-phinf.pstatic.net/main_5321217/53212173186.20250225172035.jpg,607000,,Apple,Apple,53212173186,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 프로 11 5세대 M4 스탠다드 글래스 스페이스 블랙, 256GB, WiFi전용",https://search.shopping.naver.com/catalog/53394317288,https://shopping-phinf.pstatic.net/main_5339431/53394317288.20250306171208.jpg,1456900,,Apple,Apple,53394317288,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 11세대 블루, 256GB, WiFi전용",https://search.shopping.naver.com/catalog/53370758553,https://shopping-phinf.pstatic.net/main_5337075/53370758553.20250403155346.jpg,679000,,Apple,Apple,53370758553,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 9세대 스페이스그레이, 64GB, WiFi전용",https://search.shopping.naver.com/catalog/53352561711,https://shopping-phinf.pstatic.net/main_5335256/53352561711.20250304165819.jpg,454480,,Apple,Apple,53352561711,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 에어 13 6세대 M2 스페이스그레이, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53317947797,https://shopping-phinf.pstatic.net/main_5331794/53317947797.20250303155914.jpg,1104000,,Apple,Apple,53317947797,디지털/가전,태블릿PC,,,네이버
아이패드,애플 아이패드 9세대 2021년형 10.2인치 WiFi 64GB Space Gray,https://smartstore.naver.com/main/products/5872791890,https://shopping-phinf.pstatic.net/main_8341729/83417291304.jpg,259000,,아이패드,Apple,83417291304,디지털/가전,태블릿PC,,,팔리조마켓
아이패드,애플 아이패드 9세대 2021년형 10.2인치 WiFi 64GB,https://smartstore.naver.com/main/products/5872808200,https://shopping-phinf.pstatic.net/main_8341730/83417307614.jpg,299000,,아이패드,Apple,83417307614,디지털/가전,태블릿PC,,,팔리조마켓
아이패드,"Apple 아이패드 에어 5세대 M1 스페이스 그레이, 64GB, WiFi전용",https://search.shopping.naver.com/catalog/53599140897,https://shopping-phinf.pstatic.net/main_5359914/53599140897.20250317162916.jpg,898000,,Apple,Apple,53599140897,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 프로 12.9 6세대 M2 스페이스 그레이, 2TB, WiFi전용",https://search.shopping.naver.com/catalog/53664106442,https://shopping-phinf.pstatic.net/main_5366410/53664106442.20250320112908.jpg,1825460,,Apple,Apple,53664106442,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 프로 11 5세대 M4 스탠다드 글래스 실버, 256GB, WiFi전용",https://search.shopping.naver.com/catalog/53394328115,https://shopping-phinf.pstatic.net/main_5339432/53394328115.20250306172608.jpg,1465700,,Apple,Apple,53394328115,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 11세대 핑크, 256GB, WiFi전용",https://search.shopping.naver.com/catalog/53370808131,https://shopping-phinf.pstatic.net/main_5337080/53370808131.20250403155139.jpg,679000,,Apple,Apple,53370808131,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 미니 7세대 퍼플, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53352050928,https://shopping-phinf.pstatic.net/main_5335205/53352050928.20250304154413.jpg,681590,,Apple,Apple,53352050928,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 에어 11 6세대 M2 스페이스그레이, 256GB, WiFi전용",https://search.shopping.naver.com/catalog/52873143927,https://shopping-phinf.pstatic.net/main_5287314/52873143927.20250207164020.jpg,1120000,,Apple,Apple,52873143927,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 미니 7세대 스타라이트, 128GB, WiFi전용",https://search.shopping.naver.com/catalog/53351749829,https://shopping-phinf.pstatic.net/main_5335174/53351749829.20250304152836.jpg,681590,,Apple,Apple,53351749829,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 프로 13 7세대 M4 스탠다드 글래스 실버, 256GB, WiFi전용",https://search.shopping.naver.com/catalog/53492324051,https://shopping-phinf.pstatic.net/main_5349232/53492324051.20250311164157.jpg,1896940,,Apple,Apple,53492324051,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 11세대 옐로, 128GB, 5G+WiFi",https://search.shopping.naver.com/catalog/53370875212,https://shopping-phinf.pstatic.net/main_5337087/53370875212.20250403155443.jpg,779000,,Apple,Apple,53370875212,디지털/가전,태블릿PC,,,네이버
아이패드,"Apple 아이패드 미니 6세대 스페이스 그레이, 64GB, WiFi전용",https://search.shopping.naver.com/catalog/53667543852,https://shopping-phinf.pstatic.net/main_5366754/53667543852.20250320172529.jpg,664000,,Apple,Apple,53667543852,디지털/가전,태블릿PC,,,네이버
아이패드,애플 아이패드 11세대 A16 와이파이 128GB 미국상품 관부포함,https://smartstore.naver.com/main/products/11553282433,https://shopping-phinf.pstatic.net/main_8909779/89097792839.6.jpg,529900,,아이패드,Apple,89097792839,디지털/가전,태블릿PC,,,모닝델라
아이패드,Apple iPad mini 7 아이패드 미니 7세대 128GB WiFi 태블릿 카메라무음,https://smartstore.naver.com/main/products/11102595477,https://shopping-phinf.pstatic.net/main_8864710/88647105799.jpg,657700,,Apple,Apple,88647105799,디지털/가전,태블릿PC,,,얼리텍
스마트폰,삼성전자 갤럭시 S25 5G 256GB [자급제],https://search.shopping.naver.com/catalog/52628743820,https://shopping-phinf.pstatic.net/main_5262874/52628743820.20250131111008.jpg,1010930,,갤럭시,삼성전자,52628743820,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 S25 울트라 5G 512GB [자급제],https://search.shopping.naver.com/catalog/52628834304,https://shopping-phinf.pstatic.net/main_5262883/52628834304.20250131133435.jpg,1656740,,갤럭시,삼성전자,52628834304,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 A35 5G 128GB [자급제],https://search.shopping.naver.com/catalog/53550578198,https://shopping-phinf.pstatic.net/main_5355057/53550578198.20250314172849.jpg,433940,,갤럭시,삼성전자,53550578198,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,MIVE 마이브 스타일 폴더 효도폰 공기계 미사용 새제품 jp,https://smartstore.naver.com/main/products/9541733313,https://shopping-phinf.pstatic.net/main_8708623/87086235583.jpg,196000,,,ALT,87086235583,디지털/가전,휴대폰,공기계/중고폰,,제이플러스시스템
스마트폰,아이폰 16 프로 256GB [자급제],https://search.shopping.naver.com/catalog/53599506392,https://shopping-phinf.pstatic.net/main_5359950/53599506392.20250317164908.jpg,1625000,,Apple,Apple,53599506392,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 S24 FE 5G 256GB [자급제],https://search.shopping.naver.com/catalog/53549707336,https://shopping-phinf.pstatic.net/main_5354970/53549707336.20250314155046.jpg,758400,,갤럭시,삼성전자,53549707336,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 A16 LTE 128GB [자급제],https://search.shopping.naver.com/catalog/53549963089,https://shopping-phinf.pstatic.net/main_5354996/53549963089.20250314162951.jpg,271900,,갤럭시,삼성전자,53549963089,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 Z 플립6 5G 256GB [자급제],https://search.shopping.naver.com/catalog/53598611150,https://shopping-phinf.pstatic.net/main_5359861/53598611150.20250317152348.jpg,1219980,,갤럭시,삼성전자,53598611150,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 S25 플러스 5G 256GB [자급제],https://search.shopping.naver.com/catalog/52628744097,https://shopping-phinf.pstatic.net/main_5262874/52628744097.20250131134732.jpg,1256300,,갤럭시,삼성전자,52628744097,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,[대여] 갤럭시 S 23울트라대여 단기 렌탈 1일대여,https://smartstore.naver.com/main/products/10107081691,https://shopping-phinf.pstatic.net/main_8765158/87651584460.9.jpg,7700,,갤럭시,삼성전자,87651584460,디지털/가전,휴대폰,공기계/중고폰,,우들폰
스마트폰,LG 엘지폴더폰2 Y120 Folder 2 효도폰 학생폰 공신폰 새제품 무약정,https://smartstore.naver.com/main/products/6656265700,https://shopping-phinf.pstatic.net/main_8420076/84200766022.3.jpg,28000,,LG전자,LG전자,84200766022,디지털/가전,휴대폰,공기계/중고폰,,콩콩굿몰
스마트폰,삼성전자 갤럭시플립5 새제품/미개봉/미개통,https://www.lotteon.com/p/product/LO2277614481?sitmNo=LO2277614481_2277614486&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_4635904/46359042524.2.jpg,148470,,,Apple,46359042524,디지털/가전,휴대폰,공기계/중고폰,,롯데ON
스마트폰,갤럭시A15 효도폰 128GB 알뜰 핸드폰 업무용폰 영업 세컨 서브 저가 스마트폰,https://smartstore.naver.com/main/products/9618653185,https://shopping-phinf.pstatic.net/main_8716315/87163155455.1.jpg,24750,,갤럭시,삼성전자,87163155455,디지털/가전,휴대폰,공기계/중고폰,,알뜰스마트
스마트폰,삼성전자 갤럭시 S25 플러스 5G 512GB [자급제],https://search.shopping.naver.com/catalog/52628744198,https://shopping-phinf.pstatic.net/main_5262874/52628744198.20250220111438.jpg,1354930,,갤럭시,삼성전자,52628744198,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 S25 5G 512GB [자급제],https://search.shopping.naver.com/catalog/52628743954,https://shopping-phinf.pstatic.net/main_5262874/52628743954.20250220111235.jpg,1177430,,갤럭시,삼성전자,52628743954,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 S25 울트라 5G 256GB [자급제],https://search.shopping.naver.com/catalog/52628756978,https://shopping-phinf.pstatic.net/main_5262875/52628756978.20250131132722.jpg,1559840,,갤럭시,삼성전자,52628756978,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,아이폰 16 256GB [자급제],https://search.shopping.naver.com/catalog/53599047323,https://shopping-phinf.pstatic.net/main_5359904/53599047323.20250317161043.jpg,1357940,,Apple,Apple,53599047323,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,아이폰 16 128GB [자급제],https://search.shopping.naver.com/catalog/53599047304,https://shopping-phinf.pstatic.net/main_5359904/53599047304.20250317160900.jpg,1212320,,Apple,Apple,53599047304,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,[최종79만]갤럭시 S24 FE 256GB 자급제,https://smartstore.naver.com/main/products/10984384270,https://shopping-phinf.pstatic.net/main_8852889/88528890328.3.jpg,915880,,갤럭시,삼성전자,88528890328,디지털/가전,휴대폰,자급제폰,,삼성전자공식파트너 쇼마젠시
스마트폰,삼성 갤럭시 폴더2 G160 새제품 학생폰 공신폰 효도폰 공부폰 키즈폰,https://smartstore.naver.com/main/products/7756311694,https://shopping-phinf.pstatic.net/main_8530081/85300812016.jpg,1000,,삼성,삼성전자,85300812016,디지털/가전,휴대폰,공기계/중고폰,,요기야쇼핑
스마트폰,삼성전자 갤럭시 A55 퀀텀5 128GB 듀얼심 5G e심 공기계 자급제 폰,https://smartstore.naver.com/main/products/10067549884,https://shopping-phinf.pstatic.net/main_8761205/87612052508.3.jpg,445800,,갤럭시,삼성전자,87612052508,디지털/가전,휴대폰,자급제폰,,얼리텍
스마트폰,삼성전자 갤럭시 S24 5G 256GB [자급제],https://search.shopping.naver.com/catalog/53550050239,https://shopping-phinf.pstatic.net/main_5355005/53550050239.20250314164139.jpg,941600,,갤럭시,삼성전자,53550050239,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 A56 퀀텀6 128GB 듀얼심 e심 5G 공기계 자급제 폰,https://smartstore.naver.com/main/products/11564033510,https://shopping-phinf.pstatic.net/main_8910854/89108543916.jpg,465800,,갤럭시,삼성전자,89108543916,디지털/가전,휴대폰,자급제폰,,얼리텍
스마트폰,아이폰 15프로맥스 256GB Apple 미개봉 새상품,https://smartstore.naver.com/main/products/10540309830,https://shopping-phinf.pstatic.net/main_8808481/88084815313.1.jpg,890000,,,,88084815313,디지털/가전,휴대폰,자급제폰,,응답하라 휴대폰
스마트폰,아이폰 14프로맥스 256GB Apple 미개봉 새상품,https://smartstore.naver.com/main/products/11033050047,https://shopping-phinf.pstatic.net/main_8857755/88577556255.1.jpg,649000,,Apple,Apple,88577556255,디지털/가전,휴대폰,자급제폰,,응답하라 휴대폰
스마트폰,스타일 폴더2 AT-M140 32GB 학생폰 공부폰 공신폰 효도폰,https://smartstore.naver.com/main/products/11484022873,https://shopping-phinf.pstatic.net/main_8902853/89028533238.jpg,98000,,,ALT,89028533238,디지털/가전,휴대폰,공기계/중고폰,,주식회사 레드
스마트폰,[대여] 갤럭시 S 25울트라대여 렌탈 1일 단기,https://smartstore.naver.com/main/products/11394190909,https://shopping-phinf.pstatic.net/main_8893870/88938701274.1.jpg,10800,,갤럭시,삼성전자,88938701274,디지털/가전,휴대폰,공기계/중고폰,,팬토리
스마트폰,삼성전자 갤럭시 S24 플러스 5G 256GB [자급제],https://search.shopping.naver.com/catalog/53626542874,https://shopping-phinf.pstatic.net/main_5362654/53626542874.20250318160831.jpg,998000,,갤럭시,삼성전자,53626542874,디지털/가전,휴대폰,자급제폰,,네이버
스마트폰,삼성전자 갤럭시 S23 자급제 256GB 정품 크림,https://smartstore.naver.com/main/products/10380121051,https://shopping-phinf.pstatic.net/main_8792462/87924625772.1.jpg,769800,,갤럭시,삼성전자,87924625772,디지털/가전,휴대폰,자급제폰,,멤버샵
스마트폰,삼성전자 갤럭시 A35 128GB 듀얼심 5G 공기계 자급제 폰 카메라무음,https://smartstore.naver.com/main/products/10067549578,https://shopping-phinf.pstatic.net/main_8761205/87612052202.3.jpg,365800,,갤럭시,삼성전자,87612052202,디지털/가전,휴대폰,자급제폰,,얼리텍
스마트워치,가민 포러너 55 그레이,https://search.shopping.naver.com/catalog/54111611612,https://shopping-phinf.pstatic.net/main_5411161/54111611612.20250411110033.jpg,169000,,가민,가민,54111611612,디지털/가전,휴대폰액세서리,웨어러블 디바이스,,네이버
스마트워치,"삼성전자 갤럭시 워치7 알루미늄 그린, 40mm, 블루투스",https://search.shopping.naver.com/catalog/54257526053,https://shopping-phinf.pstatic.net/main_5425752/54257526053.20250417174706.jpg,222900,,갤럭시,삼성전자,54257526053,디지털/가전,휴대폰액세서리,웨어러블 디바이스,,네이버
스마트워치,"삼성전자 갤럭시 워치7 알루미늄 크림, 40mm, LTE",https://search.shopping.naver.com/catalog/54257526107,https://shopping-phinf.pstatic.net/main_5425752/54257526107.20250417181537.jpg,275660,,갤럭시,삼성전자,54257526107,디지털/가전,휴대폰액세서리,웨어러블 디바이스,,네이버
스마트워치,"삼성전자 갤럭시 워치7 알루미늄 실버, 44mm, 블루투스",https://search.shopping.naver.com/catalog/54257526116,https://shopping-phinf.pstatic.net/main_5425752/54257526116.20250417180309.jpg,262000,,갤럭시,삼성전자,54257526116,디지털/가전,휴대폰액세서리,웨어러블 디바이스,,네이버
스마트워치,"Apple 애플워치 워치 10 GPS 제트 블랙 알루미늄, 42mm, 블랙 스포츠 밴드",https://search.shopping.naver.com/catalog/53920107204,https://shopping-phinf.pstatic.net/main_5392010/53920107204.20250402161453.jpg,497020,,애플워치,Apple,53920107204,디지털/가전,휴대폰액세서리,웨어러블 디바이스,,네이버
스마트워치,Apple 애플워치 워치 SE 2세대 2024년형 GPS 40mm (스타라이트),https://search.shopping.naver.com/catalog/50516887619,https://shopping-phinf.pstatic.net/main_5051688/50516887619.20240927153142.jpg,308990,,애플워치,Apple,50516887619,디지털/가전,휴대폰액세서리,웨어러블 디바이스,,네이버
